Magnitud,Latitud,Longitud,Profundidad,Estatus,Fecha Hora,Fecha Hora UTC,Estado,Referencia Distancia,Referencia Direccion,Referencia Localidad
3.7,18.5,-101.2,97.6,revisado,2017-09-09 07:32:12,2017-09-09 12:32:12,MICH,32,SUROESTE,HUETAMO
3.6,15.6,-94.6,17.6,revisado,2017-09-09 07:42:26,2017-09-09 12:42:26,OAX,91,SURESTE,SALINA CRUZ
3.8,15.0,-95.3,15.9,revisado,2017-09-09 07:45:08,2017-09-09 12:45:08,OAX,123,SURESTE,CRUCECITA
4.1,14.9,-94.6,11.5,revisado,2017-09-09 07:48:00,2017-09-09 12:48:00,OAX,156,SURESTE,SALINA CRUZ
3.6,15.3,-94.8,77.5,revisado,2017-09-09 07:54:11,2017-09-09 12:54:11,OAX,112,SURESTE,SALINA CRUZ
3.8,15.5,-94.9,15.0,revisado,2017-09-09 08:14:42,2017-09-09 13:14:42,OAX,80,SURESTE,SALINA CRUZ
4.5,15.3,-94.4,26.5,revisado,2017-09-09 08:18:47,2017-09-09 13:18:47,CHIS,115,SUROESTE,TONALA
4.7,15.0,-94.4,24.4,revisado,2017-09-09 08:21:58,2017-09-09 13:21:58,CHIS,137,SUROESTE,TONALA
3.4,15.6,-94.9,63.1,revisado,2017-09-09 08:32:23,2017-09-09 13:32:23,OAX,68,SURESTE,SALINA CRUZ
3.7,15.5,-93.9,29.3,revisado,2017-09-09 08:39:29,2017-09-09 13:39:29,CHIS,61,SUR,TONALA
3.9,16.4,-94.4,37.9,revisado,2017-09-09 08:41:58,2017-09-09 13:41:58,OAX,42,SURESTE,UNION HIDALGO
4.0,24.9,-106.9,49.1,revisado,2017-09-09 08:45:50,2017-09-09 13:45:50,SIN,48,ESTE,CULIACAN
3.3,15.8,-95.1,73.8,revisado,2017-09-09 08:50:56,2017-09-09 13:50:56,OAX,45,SURESTE,SALINA CRUZ
3.8,16.0,-95.2,25.5,revisado,2017-09-09 08:51:38,2017-09-09 13:51:38,OAX,25,SUR,SALINA CRUZ
3.9,15.7,-94.6,28.0,revisado,2017-09-09 08:55:58,2017-09-09 13:55:58,OAX,82,SURESTE,SALINA CRUZ
4.0,15.2,-94.6,9.3,revisado,2017-09-09 09:01:18,2017-09-09 14:01:18,OAX,121,SURESTE,SALINA CRUZ
3.6,15.6,-94.9,16.2,revisado,2017-09-09 09:07:14,2017-09-09 14:07:14,OAX,66,SURESTE,SALINA CRUZ
4.0,15.6,-93.9,58.0,revisado,2017-09-09 09:12:43,2017-09-09 14:12:43,CHIS,60,SUR,TONALA
3.3,19.4,-104.3,42.4,revisado,2017-09-09 09:14:41,2017-09-09 14:14:41,JAL,24,SURESTE,CASIMIRO CASTILLO
3.9,15.3,-94.9,9.0,revisado,2017-09-09 09:16:34,2017-09-09 14:16:34,OAX,103,SURESTE,SALINA CRUZ
3.4,15.3,-94.7,16.4,revisado,2017-09-09 09:29:52,2017-09-09 14:29:52,OAX,107,SURESTE,SALINA CRUZ
4.4,15.7,-95.1,32.8,revisado,2017-09-09 09:30:31,2017-09-09 14:30:31,OAX,60,SUR,SALINA CRUZ
3.9,15.9,-94.6,64.4,revisado,2017-09-09 09:38:36,2017-09-09 14:38:36,OAX,70,SURESTE,SALINA CRUZ
3.9,14.5,-93.9,16.1,revisado,2017-09-09 09:40:18,2017-09-09 14:40:18,CHIS,145,SUROESTE,MAPASTEPEC
3.9,15.7,-94.9,4.2,revisado,2017-09-09 09:42:27,2017-09-09 14:42:27,OAX,60,SURESTE,SALINA CRUZ
4.0,15.0,-94.6,3.5,revisado,2017-09-09 09:45:53,2017-09-09 14:45:53,OAX,142,SURESTE,SALINA CRUZ
4.0,15.1,-94.4,20.0,revisado,2017-09-09 09:49:15,2017-09-09 14:49:15,CHIS,134,SUROESTE,TONALA
3.5,15.3,-94.6,20.0,revisado,2017-09-09 09:51:25,2017-09-09 14:51:25,OAX,113,SURESTE,SALINA CRUZ
3.8,15.4,-94.8,24.7,revisado,2017-09-09 09:52:14,2017-09-09 14:52:14,OAX,102,SURESTE,SALINA CRUZ
3.9,15.7,-94.1,24.3,revisado,2017-09-09 09:54:02,2017-09-09 14:54:02,CHIS,52,SUROESTE,TONALA
3.7,15.8,-94.5,15.9,revisado,2017-09-09 10:01:36,2017-09-09 15:01:36,CHIS,79,SUROESTE,ARRIAGA
3.4,15.8,-94.8,52.5,revisado,2017-09-09 10:08:40,2017-09-09 15:08:40,OAX,57,SURESTE,SALINA CRUZ
3.8,15.6,-94.5,35.2,revisado,2017-09-09 10:16:35,2017-09-09 15:16:35,CHIS,92,SUROESTE,ARRIAGA
4.4,15.7,-94.9,16.1,revisado,2017-09-09 10:20:48,2017-09-09 15:20:48,OAX,61,SURESTE,SALINA CRUZ
3.7,15.0,-94.3,16.0,revisado,2017-09-09 10:27:45,2017-09-09 15:27:45,CHIS,131,SUROESTE,TONALA
5.0,15.6,-95.0,41.1,revisado,2017-09-09 10:30:08,2017-09-09 15:30:08,OAX,62,SUR,SALINA CRUZ
4.0,15.0,-94.4,16.2,revisado,2017-09-09 10:34:05,2017-09-09 15:34:05,CHIS,142,SUROESTE,TONALA
3.8,15.2,-95.0,5.2,revisado,2017-09-09 10:40:13,2017-09-09 15:40:13,OAX,111,SUR,SALINA CRUZ
3.8,15.6,-94.8,8.1,revisado,2017-09-09 10:50:43,2017-09-09 15:50:43,OAX,82,SURESTE,SALINA CRUZ
3.9,16.4,-94.3,15.0,revisado,2017-09-09 10:53:08,2017-09-09 15:53:08,CHIS,41,NOROESTE,ARRIAGA
3.5,15.7,-94.5,16.1,revisado,2017-09-09 11:05:42,2017-09-09 16:05:42,CHIS,89,SUROESTE,ARRIAGA
3.8,15.3,-94.7,10.0,revisado,2017-09-09 11:09:40,2017-09-09 16:09:40,OAX,114,SURESTE,SALINA CRUZ
3.3,15.7,-95.0,8.7,revisado,2017-09-09 11:17:35,2017-09-09 16:17:35,OAX,61,SURESTE,SALINA CRUZ
4.1,15.3,-94.6,11.8,revisado,2017-09-09 11:21:07,2017-09-09 16:21:07,OAX,122,SURESTE,SALINA CRUZ
4.0,15.1,-94.7,11.3,revisado,2017-09-09 11:33:44,2017-09-09 16:33:44,OAX,127,SURESTE,SALINA CRUZ
4.4,15.1,-94.9,10.0,revisado,2017-09-09 11:40:43,2017-09-09 16:40:43,OAX,123,SUR,SALINA CRUZ
3.3,15.7,-95.0,8.7,revisado,2017-09-09 11:43:49,2017-09-09 16:43:49,OAX,62,SURESTE,SALINA CRUZ
3.9,15.3,-94.8,8.7,revisado,2017-09-09 11:45:08,2017-09-09 16:45:08,OAX,101,SURESTE,SALINA CRUZ
3.1,19.4,-104.3,44.7,revisado,2017-09-09 11:45:39,2017-09-09 16:45:39,JAL,30,SURESTE,CASIMIRO CASTILLO
3.7,15.9,-95.1,27.7,revisado,2017-09-09 11:49:32,2017-09-09 16:49:32,OAX,31,SUR,SALINA CRUZ
4.2,15.8,-94.6,50.3,revisado,2017-09-09 12:17:09,2017-09-09 17:17:09,OAX,78,SURESTE,SALINA CRUZ
3.9,15.7,-94.6,14.7,revisado,2017-09-09 12:19:54,2017-09-09 17:19:54,OAX,83,SURESTE,SALINA CRUZ
4.0,15.0,-94.6,16.0,revisado,2017-09-09 12:22:44,2017-09-09 17:22:44,OAX,149,SURESTE,SALINA CRUZ
3.9,15.4,-94.5,18.1,revisado,2017-09-09 12:25:42,2017-09-09 17:25:42,OAX,115,SURESTE,SALINA CRUZ
4.0,15.4,-94.7,29.8,revisado,2017-09-09 12:31:07,2017-09-09 17:31:07,OAX,107,SURESTE,SALINA CRUZ
4.3,15.6,-94.8,11.3,revisado,2017-09-09 12:32:21,2017-09-09 17:32:21,OAX,79,SURESTE,SALINA CRUZ
4.0,15.7,-94.5,31.5,revisado,2017-09-09 12:35:14,2017-09-09 17:35:14,CHIS,88,SUROESTE,ARRIAGA
3.9,15.5,-93.8,27.0,revisado,2017-09-09 12:36:23,2017-09-09 17:36:23,CHIS,65,SUROESTE,PIJIJIAPAN
3.8,15.7,-94.5,16.1,revisado,2017-09-09 12:37:57,2017-09-09 17:37:57,CHIS,86,SUROESTE,ARRIAGA
4.0,15.0,-94.4,16.2,revisado,2017-09-09 12:48:27,2017-09-09 17:48:27,CHIS,137,SUROESTE,TONALA
3.9,15.3,-94.7,24.6,revisado,2017-09-09 12:51:40,2017-09-09 17:51:40,OAX,112,SURESTE,SALINA CRUZ
4.7,15.2,-94.7,16.0,revisado,2017-09-09 12:54:56,2017-09-09 17:54:56,OAX,120,SURESTE,SALINA CRUZ
3.9,15.7,-94.5,16.0,revisado,2017-09-09 12:59:59,2017-09-09 17:59:59,CHIS,86,SUROESTE,ARRIAGA
3.5,16.8,-100.1,7.4,revisado,2017-09-09 13:00:13,2017-09-09 18:00:13,GRO,20,SUR,COYUCA DE BENITEZ
3.9,15.4,-94.8,14.9,revisado,2017-09-09 13:00:43,2017-09-09 18:00:43,OAX,97,SURESTE,SALINA CRUZ
3.9,15.7,-94.5,31.4,revisado,2017-09-09 13:02:16,2017-09-09 18:02:16,OAX,86,SURESTE,SALINA CRUZ
3.4,19.4,-104.2,9.0,revisado,2017-09-09 13:09:29,2017-09-09 18:09:29,JAL,36,SURESTE,CASIMIRO CASTILLO
3.6,15.7,-95.0,9.4,revisado,2017-09-09 14:02:24,2017-09-09 19:02:24,OAX,57,SURESTE,SALINA CRUZ
4.0,15.8,-95.1,5.2,revisado,2017-09-09 14:17:38,2017-09-09 19:17:38,OAX,44,SURESTE,SALINA CRUZ
3.7,15.6,-94.8,51.8,revisado,2017-09-09 14:42:47,2017-09-09 19:42:47,OAX,76,SURESTE,SALINA CRUZ
3.9,15.5,-94.9,11.7,revisado,2017-09-09 14:55:31,2017-09-09 19:55:31,OAX,80,SURESTE,SALINA CRUZ
3.9,15.1,-94.5,12.4,revisado,2017-09-09 15:02:32,2017-09-09 20:02:32,CHIS,134,SUROESTE,TONALA
4.0,15.9,-94.9,16.0,revisado,2017-09-09 15:15:43,2017-09-09 20:15:43,OAX,38,SURESTE,SALINA CRUZ
4.0,15.5,-94.7,23.0,revisado,2017-09-09 15:22:02,2017-09-09 20:22:02,OAX,90,SURESTE,SALINA CRUZ
3.9,15.6,-94.8,40.0,revisado,2017-09-09 15:23:05,2017-09-09 20:23:05,OAX,82,SURESTE,SALINA CRUZ
5.0,15.6,-94.9,36.4,revisado,2017-09-09 15:26:16,2017-09-09 20:26:16,OAX,76,SURESTE,SALINA CRUZ
4.3,15.6,-94.9,14.2,revisado,2017-09-09 15:32:59,2017-09-09 20:32:59,OAX,76,SURESTE,SALINA CRUZ
4.0,15.1,-94.5,20.0,revisado,2017-09-09 15:34:43,2017-09-09 20:34:43,CHIS,130,SUROESTE,TONALA
4.0,15.7,-95.0,16.0,revisado,2017-09-09 15:41:22,2017-09-09 20:41:22,OAX,61,SURESTE,SALINA CRUZ
3.8,16.4,-95.4,46.9,revisado,2017-09-09 15:43:07,2017-09-09 20:43:07,OAX,22,NOROESTE,TEHUANTEPEC
4.5,15.6,-95.1,30.0,revisado,2017-09-09 15:45:59,2017-09-09 20:45:59,OAX,60,SUR,SALINA CRUZ
4.1,15.8,-95.0,46.3,revisado,2017-09-09 15:59:26,2017-09-09 20:59:26,OAX,51,SURESTE,SALINA CRUZ
4.2,15.2,-94.8,17.4,revisado,2017-09-09 16:01:14,2017-09-09 21:01:14,OAX,114,SURESTE,SALINA CRUZ
3.9,15.7,-94.5,16.1,revisado,2017-09-09 16:04:13,2017-09-09 21:04:13,CHIS,89,SUROESTE,ARRIAGA
4.0,15.9,-95.1,54.3,revisado,2017-09-09 16:09:10,2017-09-09 21:09:10,OAX,35,SURESTE,SALINA CRUZ
4.0,15.9,-94.6,66.7,revisado,2017-09-09 16:37:04,2017-09-09 21:37:04,OAX,67,SURESTE,UNION HIDALGO
4.1,15.9,-95.1,57.7,revisado,2017-09-09 16:39:55,2017-09-09 21:39:55,OAX,31,SUR,SALINA CRUZ
4.0,15.1,-94.4,20.0,revisado,2017-09-09 16:43:20,2017-09-09 21:43:20,CHIS,129,SUROESTE,TONALA
4.3,15.8,-95.1,56.9,revisado,2017-09-09 16:45:48,2017-09-09 21:45:48,OAX,44,SUR,SALINA CRUZ
4.0,15.0,-94.4,65.2,revisado,2017-09-09 16:48:51,2017-09-09 21:48:51,CHIS,135,SUROESTE,TONALA
4.2,15.2,-94.7,15.0,revisado,2017-09-09 17:07:04,2017-09-09 22:07:04,OAX,114,SURESTE,SALINA CRUZ
4.3,15.5,-94.9,15.0,revisado,2017-09-09 17:12:38,2017-09-09 22:12:38,OAX,87,SURESTE,SALINA CRUZ
3.9,15.3,-94.6,6.4,revisado,2017-09-09 17:17:02,2017-09-09 22:17:02,OAX,114,SURESTE,SALINA CRUZ
4.2,15.4,-94.8,37.5,revisado,2017-09-09 17:19:14,2017-09-09 22:19:14,OAX,101,SURESTE,SALINA CRUZ
3.9,15.3,-94.8,61.1,revisado,2017-09-09 17:20:12,2017-09-09 22:20:12,OAX,104,SURESTE,SALINA CRUZ
3.8,15.2,-94.7,15.0,revisado,2017-09-09 17:26:07,2017-09-09 22:26:07,OAX,114,SURESTE,SALINA CRUZ
4.1,15.2,-94.8,8.4,revisado,2017-09-09 17:30:13,2017-09-09 22:30:13,OAX,118,SURESTE,SALINA CRUZ
4.2,15.2,-94.6,15.0,revisado,2017-09-09 17:36:49,2017-09-09 22:36:49,OAX,124,SURESTE,SALINA CRUZ
4.3,15.7,-94.5,10.0,revisado,2017-09-09 17:42:17,2017-09-09 22:42:17,OAX,92,SURESTE,SALINA CRUZ
3.7,15.2,-94.5,15.0,revisado,2017-09-09 17:47:01,2017-09-09 22:47:01,CHIS,130,SUROESTE,TONALA
4.1,15.4,-94.8,24.2,revisado,2017-09-09 17:53:57,2017-09-09 22:53:57,OAX,101,SURESTE,SALINA CRUZ
3.9,14.3,-93.9,22.1,revisado,2017-09-09 17:55:52,2017-09-09 22:55:52,CHIS,166,SUROESTE,MAPASTEPEC
3.1,16.2,-94.5,188.3,revisado,2017-09-09 17:57:40,2017-09-09 22:57:40,OAX,48,SURESTE,UNION HIDALGO
3.5,15.3,-94.6,9.6,revisado,2017-09-09 18:05:55,2017-09-09 23:05:55,OAX,122,SURESTE,SALINA CRUZ
3.7,15.1,-94.4,16.5,revisado,2017-09-09 18:07:07,2017-09-09 23:07:07,CHIS,129,SUROESTE,TONALA
3.0,19.8,-98.9,17.1,revisado,2017-09-09 18:09:34,2017-09-09 23:09:34,MEX,11,NORTE,S MARTIN DE LAS PIRAMIDES
3.1,15.6,-94.9,12.9,revisado,2017-09-09 18:09:42,2017-09-09 23:09:42,OAX,69,SURESTE,SALINA CRUZ
3.5,15.4,-94.8,20.0,revisado,2017-09-09 18:11:10,2017-09-09 23:11:10,OAX,95,SURESTE,SALINA CRUZ
3.7,15.3,-94.9,20.5,revisado,2017-09-09 18:24:09,2017-09-09 23:24:09,OAX,98,SURESTE,SALINA CRUZ
3.8,15.3,-94.7,16.0,revisado,2017-09-09 18:28:35,2017-09-09 23:28:35,OAX,117,SURESTE,SALINA CRUZ
3.6,18.1,-103.5,5.5,revisado,2017-09-09 18:31:53,2017-09-09 23:31:53,MICH,77,SUROESTE,COALCOMAN
3.8,15.4,-94.6,32.4,revisado,2017-09-09 18:37:59,2017-09-09 23:37:59,OAX,109,SURESTE,SALINA CRUZ
3.6,15.0,-94.4,4.5,revisado,2017-09-09 18:43:49,2017-09-09 23:43:49,CHIS,137,SUROESTE,TONALA
3.7,15.3,-94.7,20.0,revisado,2017-09-09 18:47:22,2017-09-09 23:47:22,OAX,109,SURESTE,SALINA CRUZ
3.2,15.7,-95.0,15.0,revisado,2017-09-09 18:56:51,2017-09-09 23:56:51,OAX,59,SURESTE,SALINA CRUZ
3.4,15.8,-94.5,16.0,revisado,2017-09-09 18:59:20,2017-09-09 23:59:20,OAX,82,SURESTE,UNION HIDALGO
3.6,15.0,-94.4,15.9,revisado,2017-09-19 19:07:40,2017-09-20 00:07:40,CHIS,139,SUROESTE,TONALA
3.7,16.0,-95.2,11.0,revisado,2017-09-19 19:11:43,2017-09-20 00:11:43,OAX,23,SUR,SALINA CRUZ
3.4,15.1,-93.7,16.0,revisado,2017-09-19 19:13:19,2017-09-20 00:13:19,CHIS,81,SUROESTE,PIJIJIAPAN
3.5,15.1,-93.8,15.7,revisado,2017-09-19 19:15:27,2017-09-20 00:15:27,CHIS,94,SUROESTE,PIJIJIAPAN
3.5,18.4,-99.4,10.0,revisado,2017-09-19 19:15:39,2017-09-20 00:15:39,GRO,14,NORESTE,IGUALA
3.9,15.3,-94.6,34.8,revisado,2017-09-19 19:20:23,2017-09-20 00:20:23,OAX,115,SURESTE,SALINA CRUZ
4.0,15.8,-95.3,26.8,revisado,2017-09-19 19:33:23,2017-09-20 00:33:23,OAX,42,SUROESTE,SALINA CRUZ
3.8,15.2,-94.8,15.0,revisado,2017-09-19 19:36:48,2017-09-20 00:36:48,OAX,113,SURESTE,SALINA CRUZ
4.0,15.5,-94.8,17.1,revisado,2017-09-19 19:37:08,2017-09-20 00:37:08,OAX,88,SURESTE,SALINA CRUZ
3.6,15.6,-94.7,16.0,revisado,2017-09-19 19:48:56,2017-09-20 00:48:56,OAX,83,SURESTE,SALINA CRUZ
3.9,16.2,-93.6,125.7,revisado,2017-09-19 19:52:26,2017-09-20 00:52:26,CHIS,23,NORESTE,TONALA
3.3,14.8,-93.1,39.6,revisado,2017-09-19 20:04:51,2017-09-20 01:04:51,CHIS,71,SUROESTE,MAPASTEPEC
3.8,15.4,-94.7,15.9,revisado,2017-09-19 20:06:07,2017-09-20 01:06:07,OAX,97,SURESTE,SALINA CRUZ
3.5,15.1,-93.7,15.8,revisado,2017-09-19 20:14:01,2017-09-20 01:14:01,CHIS,80,SUROESTE,PIJIJIAPAN
3.8,15.1,-93.8,36.7,revisado,2017-09-19 20:16:24,2017-09-20 01:16:24,CHIS,93,SUROESTE,PIJIJIAPAN
3.6,15.1,-93.7,16.0,revisado,2017-09-19 20:34:24,2017-09-20 01:34:24,CHIS,86,SUROESTE,PIJIJIAPAN
3.6,15.1,-93.7,16.2,revisado,2017-09-19 20:36:56,2017-09-20 01:36:56,CHIS,81,SUROESTE,PIJIJIAPAN
3.7,15.0,-93.1,75.0,revisado,2017-09-19 20:46:56,2017-09-20 01:46:56,CHIS,54,SUROESTE,MAPASTEPEC
4.0,15.1,-93.5,45.3,revisado,2017-09-19 20:52:12,2017-09-20 01:52:12,CHIS,76,SUROESTE,PIJIJIAPAN
4.1,15.0,-94.3,15.8,revisado,2017-09-19 20:55:10,2017-09-20 01:55:10,CHIS,129,SUROESTE,TONALA
2.2,19.0,-98.6,5.0,revisado,2017-09-19 20:58:58,2017-09-20 01:58:58,MEX,19,ESTE,OZUMBA
3.9,15.6,-94.9,16.1,revisado,2017-09-19 21:02:17,2017-09-20 02:02:17,OAX,72,SURESTE,SALINA CRUZ
3.4,15.1,-93.7,16.0,revisado,2017-09-19 21:09:11,2017-09-20 02:09:11,CHIS,81,SUROESTE,PIJIJIAPAN
3.5,15.7,-95.0,60.9,revisado,2017-09-19 21:18:27,2017-09-20 02:18:27,OAX,58,SURESTE,SALINA CRUZ
3.5,18.5,-99.5,34.6,revisado,2017-09-19 21:19:05,2017-09-20 02:19:05,GRO,14,NORESTE,IGUALA
3.8,15.9,-95.2,87.7,revisado,2017-09-19 21:22:43,2017-09-20 02:22:43,OAX,33,SUR,SALINA CRUZ
3.5,15.3,-93.5,85.5,revisado,2017-09-19 21:24:42,2017-09-20 02:24:42,CHIS,50,SUROESTE,PIJIJIAPAN
3.5,15.1,-93.8,15.9,revisado,2017-09-19 21:31:03,2017-09-20 02:31:03,CHIS,88,SUROESTE,PIJIJIAPAN
3.4,15.6,-94.5,16.1,revisado,2017-09-19 21:33:57,2017-09-20 02:33:57,CHIS,95,SUROESTE,ARRIAGA
3.5,15.1,-93.7,16.2,revisado,2017-09-19 21:35:11,2017-09-20 02:35:11,CHIS,83,SUROESTE,PIJIJIAPAN
4.0,17.0,-100.7,5.0,revisado,2017-09-19 21:42:16,2017-09-20 02:42:16,GRO,26,SUROESTE,TECPAN
3.6,15.1,-93.7,16.0,revisado,2017-09-19 21:58:22,2017-09-20 02:58:22,CHIS,85,SUROESTE,PIJIJIAPAN
3.7,15.3,-94.7,16.6,revisado,2017-09-19 22:02:10,2017-09-20 03:02:10,OAX,114,SURESTE,SALINA CRUZ
3.8,15.2,-94.2,16.5,revisado,2017-09-19 22:05:00,2017-09-20 03:05:00,CHIS,109,SUROESTE,TONALA
3.6,15.5,-94.7,27.4,revisado,2017-09-19 22:24:41,2017-09-20 03:24:41,OAX,88,SURESTE,SALINA CRUZ
4.7,15.7,-95.1,16.7,revisado,2017-09-19 22:27:59,2017-09-20 03:27:59,OAX,59,SUR,SALINA CRUZ
4.1,15.8,-95.2,96.1,revisado,2017-09-19 22:34:46,2017-09-20 03:34:46,OAX,40,SUR,SALINA CRUZ
3.7,16.0,-95.3,102.4,revisado,2017-09-19 22:39:38,2017-09-20 03:39:38,OAX,23,SUROESTE,SALINA CRUZ
3.6,16.0,-95.4,62.8,revisado,2017-09-19 22:44:04,2017-09-20 03:44:04,OAX,27,SUROESTE,SALINA CRUZ
3.8,15.3,-94.3,31.7,revisado,2017-09-19 22:45:03,2017-09-20 03:45:03,CHIS,107,SUROESTE,TONALA
4.0,17.4,-95.9,87.5,revisado,2017-09-19 22:53:00,2017-09-20 03:53:00,OAX,76,NORESTE,TLACOLULA
4.7,15.5,-95.1,16.0,revisado,2017-09-19 23:15:45,2017-09-20 04:15:45,OAX,71,SUR,SALINA CRUZ
2.4,19.1,-98.6,4.0,revisado,2017-09-19 23:30:25,2017-09-20 04:30:25,PUE,17,OESTE,S BUENAVENTURA NEALTICAN
3.8,15.3,-94.5,30.8,revisado,2017-09-19 23:33:34,2017-09-20 04:33:34,CHIS,120,SUROESTE,TONALA
3.9,15.3,-94.5,16.1,revisado,2017-09-19 23:45:05,2017-09-20 04:45:05,CHIS,117,SUROESTE,TONALA
3.6,16.0,-95.2,21.2,revisado,2017-09-19 23:48:04,2017-09-20 04:48:04,OAX,21,SUR,SALINA CRUZ
4.4,16.0,-95.1,44.9,revisado,2017-09-19 23:49:17,2017-09-20 04:49:17,OAX,17,SURESTE,SALINA CRUZ
4.0,15.4,-94.1,44.3,revisado,2017-09-19 23:55:26,2017-09-20 04:55:26,CHIS,79,SUROESTE,TONALA
3.8,15.1,-94.3,46.0,revisado,2017-09-19 23:58:02,2017-09-20 04:58:02,CHIS,124,SUROESTE,TONALA
2.8,19.1,-98.6,4.0,revisado,2017-09-20 00:03:07,2017-09-20 05:03:07,MEX,17,SURESTE,AMECAMECA
3.7,15.1,-93.7,36.0,revisado,2017-09-20 00:06:19,2017-09-20 05:06:19,CHIS,83,SUROESTE,PIJIJIAPAN
1.7,19.3,-99.2,4.5,revisado,2017-09-20 00:14:01,2017-09-20 05:14:01,CDMX,4,SURESTE,TLALPAN
3.7,15.1,-93.7,15.0,revisado,2017-09-20 00:23:13,2017-09-20 05:23:13,CHIS,85,SUROESTE,PIJIJIAPAN
1.3,19.3,-99.2,4.8,revisado,2017-09-20 00:25:27,2017-09-20 05:25:27,CDMX,1,NORESTE,LA MAGDALENA C
4.0,16.1,-95.3,58.2,revisado,2017-09-20 00:33:44,2017-09-20 05:33:44,OAX,10,SUROESTE,SALINA CRUZ
3.9,14.9,-94.3,12.3,revisado,2017-09-20 00:41:27,2017-09-20 05:41:27,CHIS,149,SUROESTE,TONALA
2.5,19.0,-98.5,5.0,revisado,2017-09-20 00:41:43,2017-09-20 05:41:43,PUE,9,SUROESTE,S BUENAVENTURA NEALTICAN
3.9,15.5,-95.0,16.0,revisado,2017-09-20 00:44:50,2017-09-20 05:44:50,OAX,79,SURESTE,SALINA CRUZ
3.9,15.0,-93.8,16.0,revisado,2017-09-20 01:12:16,2017-09-20 06:12:16,CHIS,94,SUROESTE,PIJIJIAPAN
3.7,14.8,-93.3,16.0,revisado,2017-09-20 01:16:37,2017-09-20 06:16:37,CHIS,81,SUROESTE,MAPASTEPEC
3.8,15.2,-94.1,15.0,revisado,2017-09-20 01:23:19,2017-09-20 06:23:19,CHIS,109,SUROESTE,TONALA
3.6,16.4,-98.2,16.7,revisado,2017-09-20 01:26:44,2017-09-20 06:26:44,OAX,21,OESTE,PINOTEPA NACIONAL
3.8,15.6,-95.0,16.1,revisado,2017-09-20 01:28:30,2017-09-20 06:28:30,OAX,71,SURESTE,SALINA CRUZ
3.7,15.3,-94.1,16.1,revisado,2017-09-20 01:32:04,2017-09-20 06:32:04,CHIS,95,SUROESTE,TONALA
3.7,14.9,-93.3,9.2,revisado,2017-09-20 01:43:48,2017-09-20 06:43:48,CHIS,70,SUROESTE,MAPASTEPEC
4.0,15.5,-94.7,31.4,revisado,2017-09-20 01:46:21,2017-09-20 06:46:21,OAX,92,SURESTE,SALINA CRUZ
3.8,15.3,-94.3,40.1,revisado,2017-09-20 01:55:09,2017-09-20 06:55:09,CHIS,106,SUROESTE,TONALA
3.5,15.0,-93.7,16.0,revisado,2017-09-20 02:00:55,2017-09-20 07:00:55,CHIS,91,SUROESTE,PIJIJIAPAN
2.8,18.8,-99.0,3.7,revisado,2017-09-20 02:04:02,2017-09-20 07:04:02,MOR,6,SURESTE,YAUTEPEC
4.1,14.9,-94.1,10.0,revisado,2017-09-20 02:04:55,2017-09-20 07:04:55,CHIS,129,SUROESTE,PIJIJIAPAN
3.6,15.4,-94.6,16.4,revisado,2017-09-20 02:12:08,2017-09-20 07:12:08,OAX,112,SURESTE,SALINA CRUZ
3.4,15.1,-93.6,9.3,revisado,2017-09-20 02:13:29,2017-09-20 07:13:29,CHIS,73,SUROESTE,PIJIJIAPAN
4.1,15.1,-94.5,10.0,revisado,2017-09-20 02:15:31,2017-09-20 07:15:31,CHIS,138,SUROESTE,TONALA
3.4,15.1,-93.7,44.1,revisado,2017-09-20 02:18:36,2017-09-20 07:18:36,CHIS,80,SUROESTE,PIJIJIAPAN
3.9,15.1,-94.5,20.0,revisado,2017-09-20 02:20:02,2017-09-20 07:20:02,CHIS,137,SUROESTE,TONALA
3.7,15.5,-94.0,74.3,revisado,2017-09-20 02:29:44,2017-09-20 07:29:44,CHIS,68,SUROESTE,TONALA
3.5,17.1,-101.2,5.0,revisado,2017-09-20 02:31:16,2017-09-20 07:31:16,GRO,50,SUR,PETATLAN
3.6,15.2,-94.7,16.7,revisado,2017-09-20 02:43:53,2017-09-20 07:43:53,OAX,118,SURESTE,SALINA CRUZ
3.2,18.4,-98.7,51.4,revisado,2017-09-20 02:53:32,2017-09-20 07:53:32,PUE,12,NOROESTE,CHIAUTLA DE TAPIA
3.9,14.4,-93.3,114.8,revisado,2017-09-20 02:54:37,2017-09-20 07:54:37,CHIS,121,SUROESTE,HUIXTLA
3.7,15.2,-94.4,16.0,revisado,2017-09-20 03:01:03,2017-09-20 08:01:03,CHIS,116,SUROESTE,TONALA
3.8,15.7,-94.6,15.0,revisado,2017-09-20 03:02:57,2017-09-20 08:02:57,OAX,84,SURESTE,SALINA CRUZ
1.9,19.4,-99.3,2.0,revisado,2017-09-20 03:03:53,2017-09-20 08:03:53,CDMX,2,ESTE,CUAJIMALPA
3.9,15.2,-94.2,100.3,revisado,2017-09-20 03:08:13,2017-09-20 08:08:13,CHIS,108,SUROESTE,TONALA
3.0,19.1,-104.2,3.6,revisado,2017-09-20 03:12:05,2017-09-20 08:12:05,COL,12,NORESTE,MANZANILLO
4.6,15.9,-95.1,31.1,revisado,2017-09-20 03:13:30,2017-09-20 08:13:30,OAX,36,SUR,SALINA CRUZ
